date,channel,account_creations,checkout_started
2024-09-04,Meta,0,25
2024-09-04,Organic,3,163
2024-09-04,Other,70,258
2024-09-04,Vrbo,0,0
2024-09-05,Airbnb,0,0
2024-09-05,Customer IO,1,45
2024-09-05,Direct Mail,0,3
2024-09-05,Google,0,32
2024-09-05,Influencer,1,2
2024-09-05,Meta,0,18
2024-09-05,Organic,4,155
2024-09-05,Other,89,265
2024-09-05,Pinterest,0,10
2024-09-06,Airbnb,0,0
2024-09-06,Criteo,0,2
2024-09-06,Customer IO,3,49
2024-09-06,Direct Mail,0,2
2024-09-06,Google,0,37
2024-09-06,Influencer,1,5
2024-09-06,Meta,0,12
2024-09-06,Organic,3,117
2024-09-06,Other,86,254
2024-09-06,Vrbo,0,0
2024-09-07,Airbnb,0,0
2024-09-07,Criteo,0,2
2024-09-07,Customer IO,4,72
2024-09-07,Direct Mail,0,1
2024-09-07,Google,1,25
2024-09-07,Influencer,0,4
2024-09-07,Meta,1,40
2024-09-07,Organic,2,164
2024-09-07,Other,95,372
2024-09-07,Pinterest,0,2
2024-09-07,Vrbo,0,0
2024-09-08,Airbnb,0,0
2024-09-08,Customer IO,2,64
2024-09-08,Direct Mail,0,1
2024-09-08,Google,0,41
2024-09-08,Influencer,0,4
2024-09-08,Meta,1,27
2024-09-08,Organic,3,155
2024-09-08,Other,118,362
2024-09-08,Pinterest,0,1
2024-09-08,Vrbo,0,0
2024-09-09,Airbnb,0,0
2024-09-09,Criteo,0,7
2024-09-09,Customer IO,0,29
2024-09-09,Direct Mail,0,2
2024-09-09,Google,1,45
2024-09-09,Influencer,0,3
2024-09-09,Meta,1,13
2024-09-09,Organic,6,111
2024-09-09,Other,98,275
2024-09-09,Vrbo,0,0
2024-09-10,Airbnb,0,0
2024-09-10,Criteo,0,6
2024-09-10,Customer IO,0,46
2024-09-10,Direct Mail,0,4
2024-09-10,Google,1,30
2024-09-10,Influencer,0,2
2024-09-10,Meta,0,18
2024-09-10,Organic,3,145
2024-09-10,Other,82,285
2024-09-10,Vrbo,0,0
2024-09-11,Airbnb,0,0
2024-09-11,Criteo,0,7
2024-09-11,Customer IO,1,32
2024-09-11,Direct Mail,0,4
2024-09-11,Google,1,19
2024-09-11,Influencer,0,2
2024-09-11,Meta,0,26
2024-09-11,Organic,6,90
2024-09-11,Other,65,231
2024-09-11,Vrbo,0,0
2024-09-12,Airbnb,0,0
2024-09-12,Criteo,0,11
2024-09-12,Customer IO,4,56
2024-09-12,Direct Mail,2,7
2024-09-12,Google,0,27
2024-09-12,Influencer,0,2
2024-09-12,Meta,0,26
2024-09-12,Organic,4,133
2024-09-12,Other,93,256
2024-09-12,Vrbo,0,0
2024-09-13,Airbnb,0,0
2024-09-13,Criteo,0,3
2024-09-13,Customer IO,1,38
2024-09-13,Direct Mail,0,5
2024-09-13,Google,2,31
2024-09-13,Influencer,0,1
2024-09-13,Meta,0,20
2024-09-13,Organic,3,171
2024-09-13,Other,100,266
2024-09-13,Pinterest,1,1
2024-09-13,Vrbo,0,0
2024-09-14,Airbnb,0,0
2024-09-14,Criteo,0,1
2024-09-14,Customer IO,1,50
2024-09-14,Direct Mail,0,4
2024-09-14,Google,1,15
2024-09-14,Influencer,0,2
2024-09-14,Meta,0,49
2024-09-14,Organic,6,106
2024-09-14,Other,101,338
2024-09-14,Pinterest,0,1
2024-09-14,TikTok,0,1
2024-09-15,Airbnb,0,0
2024-09-15,Customer IO,2,55
2024-09-15,Direct Mail,0,5
2024-09-15,Google,0,38
2024-09-15,Influencer,0,3
2024-09-15,Meta,0,46
2024-09-15,Organic,4,142
2024-09-15,Other,102,343
2024-09-15,Pinterest,0,1
2024-09-15,Vrbo,0,0
2024-09-16,Airbnb,0,0
2024-09-16,Customer IO,0,46
2024-09-16,Direct Mail,0,5
2024-09-16,Google,3,23
2024-09-16,Influencer,0,4
2024-09-16,Meta,0,15
2024-09-16,Organic,5,149
2024-09-16,Other,68,273
2024-09-16,Pinterest,0,2
2024-09-17,Airbnb,0,0
2024-09-17,Criteo,0,3
2024-09-17,Customer IO,1,53
2024-09-17,Direct Mail,0,4
2024-09-17,Google,0,36
2024-09-17,Influencer,0,1
2024-09-17,Manual,0,1
2024-09-17,Meta,1,24
2024-09-17,Organic,0,153
2024-09-17,Other,81,289
2024-09-18,Airbnb,0,0
2024-09-18,Criteo,0,1
2024-09-18,Customer IO,2,41
2024-09-18,Direct Mail,0,2
2024-09-18,Google,0,37
2024-09-18,Meta,0,26
2024-09-18,Organic,2,150
2024-09-18,Other,81,253
2024-09-19,Airbnb,0,0
2024-09-19,Benefithub,0,1
2024-09-19,Customer IO,2,41
2024-09-19,Direct Mail,0,2
2024-09-19,Google,0,30
2024-09-19,Meta,0,20
2024-09-19,Microsoft,0,1
2024-09-19,Organic,2,110
2024-09-19,Other,64,178
2024-09-20,Benefithub,0,1
2024-09-20,Customer IO,2,28
2024-09-20,Google,1,23
2024-09-20,Manual,0,0
2024-09-20,Meta,1,17
2024-09-20,Organic,2,156
2024-09-20,Other,59,206
2024-09-20,Pinterest,0,1
2024-09-21,Airbnb,0,0
2024-09-21,Customer IO,1,71
2024-09-21,Direct Mail,0,2
2024-09-21,Email Action,0,3
2024-09-21,Google,1,25
2024-09-21,Influencer,0,1
2024-09-21,Meta,1,19
2024-09-21,Organic,4,104
2024-09-21,Other,64,178
2024-09-21,Pinterest,0,1
2024-09-22,Airbnb,0,0
2024-09-22,Criteo,0,2
2024-09-22,Customer IO,1,58
2024-09-22,Direct Mail,0,5
2024-09-22,Google,0,19
2024-09-22,Influencer,0,3
2024-09-22,Meta,1,38
2024-09-22,Organic,3,114
2024-09-22,Other,63,194
2024-09-22,TikTok,0,1
2024-09-23,Airbnb,0,0
2024-09-23,Criteo,0,1
2024-09-23,Customer IO,0,25
2024-09-23,Direct Mail,0,12
2024-09-23,Google,0,14
2024-09-23,Influencer,0,3
2024-09-23,Meta,2,22
2024-09-23,Organic,3,117
2024-09-23,Other,57,172
2024-09-24,Airbnb,0,0
2024-09-24,Benefithub,0,2
2024-09-24,Customer IO,1,39
2024-09-24,Direct Mail,0,2
2024-09-24,Google,1,22
2024-09-24,Influencer,0,1
2024-09-24,Meta,2,14
2024-09-24,Organic,1,119
2024-09-24,Other,51,117
2024-09-24,Pinterest,0,3
2024-09-25,Airbnb,0,0
2024-09-25,Benefithub,0,5
2024-09-25,Customer IO,1,35
2024-09-25,Google,1,23
2024-09-25,Influencer,0,4
2024-09-25,Manual,0,1
2024-09-25,Meta,1,17
2024-09-25,Organic,5,136
2024-09-25,Other,70,116
2024-09-26,Customer IO,3,41
2024-09-26,Direct Mail,0,3
2024-09-26,Google,3,20
2024-09-26,Influencer,1,0
2024-09-26,Meta,1,25
2024-09-26,Organic,4,80
2024-09-26,Other,61,100
2024-09-27,Airbnb,0,0
2024-09-27,Criteo,0,2
2024-09-27,Customer IO,1,38
2024-09-27,Direct Mail,0,2
2024-09-27,Google,3,41
2024-09-27,Influencer,2,4
2024-09-27,Meta,5,20
2024-09-27,Organic,10,130
2024-09-27,Other,79,66
2024-09-27,Pinterest,0,2
2024-09-27,TikTok,0,2
2024-09-28,Airbnb,0,0
2024-09-28,Benefithub,0,3
2024-09-28,Customer IO,7,30
2024-09-28,Google,3,31
2024-09-28,Influencer,0,2
2024-09-28,Meta,3,29
2024-09-28,Organic,8,101
2024-09-28,Other,63,78
2024-09-28,Vrbo,0,0
2024-09-29,Benefithub,0,3
2024-09-29,Customer IO,3,36
2024-09-29,Google,6,26
2024-09-29,Influencer,44,10
2024-09-29,Meta,5,16
2024-09-29,Organic,17,125
2024-09-29,Other,76,108
2024-09-29,Vrbo,0,0
2024-09-30,Benefithub,0,3
2024-09-30,Criteo,0,1
2024-09-30,Customer IO,6,29
2024-09-30,Google,5,38
2024-09-30,Influencer,13,13
2024-09-30,Meta,4,41
2024-09-30,Organic,15,114
2024-09-30,Other,83,84
2024-10-01,Benefithub,0,3
2024-10-01,Customer IO,2,22
2024-10-01,Direct Mail,0,1
2024-10-01,Google,5,44
2024-10-01,Influencer,8,2
2024-10-01,Meta,0,16
2024-10-01,Organic,12,119
2024-10-01,Other,52,64
2024-10-01,Vrbo,0,0
2024-10-02,Customer IO,4,31
2024-10-02,Direct Mail,0,3
2024-10-02,Google,5,33
2024-10-02,Influencer,202,18
2024-10-02,Meta,10,15
2024-10-02,Organic,55,135
2024-10-02,Other,215,83
2024-10-02,TikTok,1,3
2024-10-02,Vrbo,0,0
2024-10-03,Airbnb,0,0
2024-10-03,Benefithub,0,2
2024-10-03,Criteo,0,3
2024-10-03,Customer IO,4,77
2024-10-03,Direct Mail,0,3
2024-10-03,Google,9,42
2024-10-03,Influencer,75,6
2024-10-03,Meta,14,37
2024-10-03,Organic,29,137
2024-10-03,Other,143,133
2024-10-03,Pinterest,0,1
2024-10-04,Airbnb,0,0
2024-10-04,Benefithub,0,1
2024-10-04,Criteo,1,1
2024-10-04,Customer IO,2,46
2024-10-04,Direct Mail,0,3
2024-10-04,Google,8,41
2024-10-04,Influencer,8,3
2024-10-04,Meta,8,24
2024-10-04,Organic,19,136
2024-10-04,Other,69,74
2024-10-05,Airbnb,0,0
2024-10-05,Customer IO,4,62
2024-10-05,Direct Mail,1,2
2024-10-05,Google,6,58
2024-10-05,Influencer,18,2
2024-10-05,Meta,5,21
2024-10-05,Organic,26,160
2024-10-05,Other,96,127
2024-10-05,Pinterest,0,1
2024-10-05,Vrbo,0,0
2024-10-06,Airbnb,0,0
2024-10-06,Customer IO,5,37
2024-10-06,Direct Mail,0,3
2024-10-06,Google,9,65
2024-10-06,Influencer,8,6
2024-10-06,Meta,5,35
2024-10-06,Organic,16,151
2024-10-06,Other,102,97
2024-10-06,Pinterest,0,3
2024-10-06,Vrbo,0,0
2024-10-07,Airbnb,0,0
2024-10-07,Benefithub,0,1
2024-10-07,Customer IO,5,27
2024-10-07,Direct Mail,0,2
2024-10-07,Google,9,53
2024-10-07,Influencer,16,2
2024-10-07,Meta,6,16
2024-10-07,Organic,27,128
2024-10-07,Other,115,89
2024-10-07,Pinterest,0,5
2024-10-07,TikTok,0,2
2024-10-08,Benefithub,0,2
2024-10-08,Customer IO,2,43
2024-10-08,Email Action,0,2
2024-10-08,Google,8,65
2024-10-08,Influencer,36,9
2024-10-08,Meta,17,23
2024-10-08,Organic,24,152
2024-10-08,Other,107,101
2024-10-08,Vrbo,0,0
2024-10-09,Airbnb,0,0
2024-10-09,Benefithub,0,1
2024-10-09,Customer IO,4,30
2024-10-09,Direct Mail,0,7
2024-10-09,Email Action,0,1
2024-10-09,Google,6,62
2024-10-09,Influencer,43,6
2024-10-09,Meta,9,39
2024-10-09,Organic,20,133
2024-10-09,Other,102,112
2024-10-10,Criteo,1,0
2024-10-10,Customer IO,8,52
2024-10-10,Google,9,49
2024-10-10,Influencer,138,12
2024-10-10,Meta,21,27
2024-10-10,Organic,36,128
2024-10-10,Other,236,76
2024-10-10,Vrbo,0,0
2024-10-11,Airbnb,0,0
2024-10-11,Criteo,0,1
2024-10-11,Customer IO,5,42
2024-10-11,Direct Mail,0,2
2024-10-11,Google,11,22
2024-10-11,Influencer,15,10
2024-10-11,Meta,2,11
2024-10-11,Organic,13,97
2024-10-11,Other,75,93
2024-10-11,Vrbo,0,0
2024-10-12,Airbnb,0,0
2024-10-12,Benefithub,0,5
2024-10-12,Criteo,1,1
2024-10-12,Customer IO,2,38
2024-10-12,Direct Mail,0,3
2024-10-12,Google,12,53
2024-10-12,Influencer,12,7
2024-10-12,Meta,4,12
2024-10-12,Organic,14,128
2024-10-12,Other,87,120
2024-10-12,Pinterest,1,0
2024-10-12,TikTok,0,1
2024-10-13,Airbnb,0,0
2024-10-13,Criteo,1,1
2024-10-13,Customer IO,5,36
2024-10-13,Direct Mail,0,3
2024-10-13,Google,5,45
2024-10-13,Influencer,6,8
2024-10-13,Meta,0,21
2024-10-13,Organic,18,160
2024-10-13,Other,60,117
2024-10-13,TikTok,1,0
2024-10-13,Vrbo,0,0
2024-10-14,Airbnb,0,0
2024-10-14,Benefithub,0,3
2024-10-14,Customer IO,4,56
2024-10-14,Direct Mail,1,2
2024-10-14,Google,8,68
2024-10-14,Influencer,8,1
2024-10-14,Meta,3,6
2024-10-14,Organic,13,168
2024-10-14,Other,72,105
2024-10-15,Airbnb,0,0
2024-10-15,Customer IO,2,43
2024-10-15,Google,3,55
2024-10-15,Influencer,35,2
2024-10-15,Meta,3,11
2024-10-15,Organic,16,145
2024-10-15,Other,110,95
2024-10-15,Pinterest,0,1
2024-10-15,TikTok,0,1
2024-10-16,Airbnb,0,0
2024-10-16,Customer IO,4,47
2024-10-16,Direct Mail,0,2
2024-10-16,Google,3,39
2024-10-16,Influencer,16,8
2024-10-16,Manual,0,1
2024-10-16,Meta,6,26
2024-10-16,Organic,12,124
2024-10-16,Other,86,82
2024-10-16,Pinterest,1,1
2024-10-16,Vrbo,0,0
2024-10-17,Criteo,1,0
2024-10-17,Customer IO,2,24
2024-10-17,Direct Mail,0,5
2024-10-17,Google,10,52
2024-10-17,Influencer,0,1
2024-10-17,Meta,3,7
2024-10-17,Organic,17,105
2024-10-17,Other,65,55
2024-10-17,TikTok,1,1
2024-10-17,Vrbo,0,0
2024-10-18,Airbnb,0,0
2024-10-18,Criteo,2,1
2024-10-18,Customer IO,2,47
2024-10-18,Direct Mail,0,1
2024-10-18,Google,3,26
2024-10-18,Influencer,9,6
2024-10-18,Meta,5,13
2024-10-18,Organic,11,109
2024-10-18,Other,74,108
2024-10-19,Airbnb,0,0
2024-10-19,Criteo,1,3
2024-10-19,Customer IO,2,40
2024-10-19,Direct Mail,0,3
2024-10-19,Google,5,40
2024-10-19,Influencer,38,8
2024-10-19,Meta,4,13
2024-10-19,Organic,19,93
2024-10-19,Other,108,80
2024-10-19,Vrbo,0,0
2024-10-20,Airbnb,0,0
2024-10-20,Customer IO,6,52
2024-10-20,Direct Mail,0,1
2024-10-20,Google,14,50
2024-10-20,Influencer,53,12
2024-10-20,Meta,5,10
2024-10-20,Organic,13,152
2024-10-20,Other,131,135
2024-10-20,Vrbo,0,0
2024-10-21,Airbnb,0,0
2024-10-21,Criteo,2,2
2024-10-21,Customer IO,2,27
2024-10-21,Google,11,62
2024-10-21,Influencer,7,6
2024-10-21,Meta,0,7
2024-10-21,Mybookingpal,0,0
2024-10-21,Organic,5,105
2024-10-21,Other,49,90
2024-10-21,Vrbo,0,0
2024-10-22,Airbnb,0,0
2024-10-22,Customer IO,5,37
2024-10-22,Direct Mail,1,7
2024-10-22,Google,15,63
2024-10-22,Influencer,29,5
2024-10-22,Meta,8,12
2024-10-22,Organic,25,134
2024-10-22,Other,97,78
2024-10-22,TikTok,1,2
2024-10-22,Vrbo,0,0
2024-10-23,Airbnb,0,0
2024-10-23,Benefithub,0,2
2024-10-23,Criteo,0,1
2024-10-23,Customer IO,2,30
2024-10-23,Direct Mail,0,1
2024-10-23,Google,8,58
2024-10-23,Influencer,10,3
2024-10-23,Meta,4,8
2024-10-23,Organic,18,133
2024-10-23,Other,72,74
2024-10-23,Vrbo,0,0
2024-10-24,Airbnb,0,0
2024-10-24,Customer IO,4,33
2024-10-24,Direct Mail,1,1
2024-10-24,Google,11,65
2024-10-24,Influencer,7,1
2024-10-24,Meta,3,11
2024-10-24,Microsoft,0,1
2024-10-24,Mybookingpal,0,0
2024-10-24,Organic,9,103
2024-10-24,Other,81,87
2024-10-24,TikTok,0,1
2024-10-25,Customer IO,9,38
2024-10-25,Direct Mail,0,1
2024-10-25,Google,6,35
2024-10-25,Influencer,13,5
2024-10-25,Meta,1,19
2024-10-25,Organic,15,109
2024-10-25,Other,80,70
2024-10-25,Vrbo,0,0
2024-10-26,Airbnb,0,0
2024-10-26,Customer IO,1,24
2024-10-26,Direct Mail,0,1
2024-10-26,Google,5,48
2024-10-26,Influencer,22,4
2024-10-26,Meta,2,11
2024-10-26,Organic,13,97
2024-10-26,Other,85,93
2024-10-26,Vrbo,0,0
2024-10-27,Airbnb,0,0
2024-10-27,Customer IO,4,27
2024-10-27,Google,4,74
2024-10-27,Influencer,11,3
2024-10-27,Meta,0,1
2024-10-27,Organic,13,121
2024-10-27,Other,81,102
2024-10-27,Vrbo,0,0
2024-10-28,Airbnb,0,0
2024-10-28,Criteo,1,1
2024-10-28,Customer IO,5,39
2024-10-28,Google,5,45
2024-10-28,Influencer,3,8
2024-10-28,Meta,0,6
2024-10-28,Mybookingpal,0,0
2024-10-28,Organic,12,106
2024-10-28,Other,66,72
2024-10-28,TikTok,1,1
2024-10-29,Customer IO,4,29
2024-10-29,Google,3,57
2024-10-29,Influencer,10,5
2024-10-29,Manual,0,0
2024-10-29,Meta,3,10
2024-10-29,Organic,9,98
2024-10-29,Other,62,84
2024-10-30,Airbnb,0,0
2024-10-30,Customer IO,2,44
2024-10-30,Direct Mail,1,1
2024-10-30,Google,7,50
2024-10-30,Influencer,7,0
2024-10-30,Meta,1,6
2024-10-30,Organic,5,109
2024-10-30,Other,62,65
2024-10-30,Vrbo,0,0
2024-10-31,Airbnb,0,0
2024-10-31,Criteo,0,2
2024-10-31,Customer IO,0,42
2024-10-31,Google,5,46
2024-10-31,Influencer,1,0
2024-10-31,Manual,0,0
2024-10-31,Meta,2,2
2024-10-31,Microsoft,0,1
2024-10-31,Organic,9,90
2024-10-31,Other,32,52
2024-10-31,Vrbo,0,0
2024-11-01,Customer IO,2,34
2024-11-01,Google,4,41
2024-11-01,Influencer,1,0
2024-11-01,Meta,4,11
2024-11-01,Microsoft,0,12
2024-11-01,Organic,7,106
2024-11-01,Other,49,53
2024-11-01,Vrbo,0,0
2024-11-02,Airbnb,0,0
2024-11-02,Customer IO,2,43
2024-11-02,Google,11,59
2024-11-02,Influencer,2,3
2024-11-02,Meta,2,3
2024-11-02,Microsoft,0,1
2024-11-02,Organic,8,112
2024-11-02,Other,66,100
2024-11-02,Vrbo,0,0
2024-11-03,Airbnb,0,0
2024-11-03,Customer IO,2,39
2024-11-03,Google,5,53
2024-11-03,Influencer,1,4
2024-11-03,Meta,1,6
2024-11-03,Organic,11,113
2024-11-03,Other,69,85
2024-11-03,Pinterest,0,1
2024-11-04,Airbnb,0,0
2024-11-04,Customer IO,6,37
2024-11-04,Google,8,65
2024-11-04,Influencer,1,6
2024-11-04,Meta,1,7
2024-11-04,Microsoft,0,1
2024-11-04,Mybookingpal,0,0
2024-11-04,Organic,14,122
2024-11-04,Other,156,89
2024-11-05,Airbnb,0,0
2024-11-05,Customer IO,5,46
2024-11-05,Direct Mail,0,10
2024-11-05,Google,6,48
2024-11-05,Influencer,2,0
2024-11-05,Meta,0,9
2024-11-05,Microsoft,0,4
2024-11-05,Organic,7,130
2024-11-05,Other,66,70
2024-11-05,Vrbo,0,0
2024-11-06,Airbnb,0,0
2024-11-06,Benefithub,0,7
2024-11-06,Customer IO,2,28
2024-11-06,Direct Mail,0,1
2024-11-06,Google,5,40
2024-11-06,Influencer,15,6
2024-11-06,Meta,3,13
2024-11-06,Organic,10,88
2024-11-06,Other,55,64
2024-11-06,Vrbo,0,0
2024-11-07,Airbnb,0,0
2024-11-07,Benefithub,0,1
2024-11-07,Customer IO,5,39
2024-11-07,Google,10,55
2024-11-07,Influencer,13,5
2024-11-07,Manual,0,0
2024-11-07,Meta,3,9
2024-11-07,Organic,25,130
2024-11-07,Other,80,85
2024-11-07,Vrbo,0,0
2024-11-08,Airbnb,0,0
2024-11-08,Customer IO,3,29
2024-11-08,Google,3,46
2024-11-08,Influencer,0,3
2024-11-08,Meta,1,7
2024-11-08,Organic,10,92
2024-11-08,Other,63,61
2024-11-08,Vrbo,0,0
2024-11-09,Airbnb,0,0
2024-11-09,Criteo,1,1
2024-11-09,Customer IO,2,60
2024-11-09,Direct Mail,1,8
2024-11-09,Email Action,1,0
2024-11-09,Google,3,33
2024-11-09,Influencer,2,1
2024-11-09,Meta,0,7
2024-11-09,Organic,11,148
2024-11-09,Other,66,110
2024-11-09,Pinterest,1,0
2024-11-10,Airbnb,0,0
2024-11-10,Criteo,0,3
2024-11-10,Customer IO,5,36
2024-11-10,Direct Mail,0,1
2024-11-10,Google,5,71
2024-11-10,Influencer,2,1
2024-11-10,Meta,6,6
2024-11-10,Organic,12,117
2024-11-10,Other,79,80
2024-11-10,Pinterest,0,1
2024-11-11,Airbnb,0,0
2024-11-11,Customer IO,4,40
2024-11-11,Google,4,29
2024-11-11,Influencer,2,5
2024-11-11,Meta,1,9
2024-11-11,Organic,12,121
2024-11-11,Other,76,79
2024-11-11,Vrbo,0,0
2024-11-12,Customer IO,0,52
2024-11-12,Direct Mail,0,2
2024-11-12,Email Action,0,2
2024-11-12,Google,6,42
2024-11-12,Influencer,0,1
2024-11-12,Meta,1,13
2024-11-12,Microsoft,0,1
2024-11-12,Organic,9,112
2024-11-12,Other,63,92
2024-11-12,Pinterest,0,1
2024-11-13,Airbnb,0,0
2024-11-13,Benefithub,0,3
2024-11-13,Customer IO,5,42
2024-11-13,Direct Mail,0,3
2024-11-13,Google,4,53
2024-11-13,Influencer,0,5
2024-11-13,Meta,4,18
2024-11-13,Organic,12,156
2024-11-13,Other,57,70
2024-11-13,Vrbo,0,0
2024-11-14,Airbnb,0,0
2024-11-14,Customer IO,1,55
2024-11-14,Direct Mail,1,2
2024-11-14,Google,4,35
2024-11-14,Influencer,1,0
2024-11-14,Meta,2,13
2024-11-14,Organic,8,108
2024-11-14,Other,62,72
2024-11-14,Pinterest,0,2
2024-11-15,Airbnb,0,0
2024-11-15,Criteo,0,2
2024-11-15,Customer IO,3,38
2024-11-15,Direct Mail,0,5
2024-11-15,Google,1,33
2024-11-15,Influencer,1,1
2024-11-15,Meta,1,4
2024-11-15,Organic,16,129
2024-11-15,Other,83,73
2024-11-15,Vrbo,0,0
2024-11-16,Criteo,1,1
2024-11-16,Customer IO,0,36
2024-11-16,Direct Mail,0,1
2024-11-16,Google,8,38
2024-11-16,Meta,0,4
2024-11-16,Organic,12,90
2024-11-16,Other,71,62
2024-11-16,Pinterest,1,1
2024-11-16,Vrbo,0,0
2024-11-17,Airbnb,0,0
2024-11-17,Customer IO,3,74
2024-11-17,Direct Mail,0,2
2024-11-17,Google,2,41
2024-11-17,Influencer,2,8
2024-11-17,Meta,4,12
2024-11-17,Organic,15,141
2024-11-17,Other,71,84
2024-11-17,Vrbo,0,0
2024-11-18,Airbnb,0,0
2024-11-18,Customer IO,1,23
2024-11-18,Direct Mail,0,2
2024-11-18,Google,8,49
2024-11-18,Influencer,2,0
2024-11-18,Meta,4,19
2024-11-18,Organic,12,122
2024-11-18,Other,55,79
2024-11-18,Vrbo,0,0
2024-11-19,Airbnb,0,0
2024-11-19,Criteo,1,0
2024-11-19,Customer IO,1,38
2024-11-19,Google,3,41
2024-11-19,Influencer,12,2
2024-11-19,Meta,4,16
2024-11-19,Organic,17,169
2024-11-19,Other,73,67
2024-11-20,Airbnb,0,0
2024-11-20,Customer IO,2,24
2024-11-20,Direct Mail,0,3
2024-11-20,Google,7,49
2024-11-20,Influencer,20,1
2024-11-20,Meta,4,10
2024-11-20,Organic,12,97
2024-11-20,Other,89,48
2024-11-21,Airbnb,0,0
2024-11-21,Benefithub,0,1
2024-11-21,Criteo,0,1
2024-11-21,Customer IO,2,35
2024-11-21,Google,5,45
2024-11-21,Influencer,2,1
2024-11-21,Meta,1,5
2024-11-21,Organic,9,105
2024-11-21,Other,49,47
2024-11-21,Pinterest,1,1
2024-11-22,Airbnb,0,0
2024-11-22,Criteo,0,1
2024-11-22,Customer IO,3,54
2024-11-22,Google,4,46
2024-11-22,Meta,2,25
2024-11-22,Organic,15,122
2024-11-22,Other,49,56
2024-11-23,Airbnb,0,0
2024-11-23,Customer IO,2,51
2024-11-23,Direct Mail,1,4
2024-11-23,Google,7,47
2024-11-23,Influencer,1,3
2024-11-23,Manual,0,1
2024-11-23,Meta,7,20
2024-11-23,Microsoft,1,1
2024-11-23,Organic,12,132
2024-11-23,Other,71,88
2024-11-24,Airbnb,0,0
2024-11-24,Customer IO,3,32
2024-11-24,Direct Mail,0,1
2024-11-24,Google,3,28
2024-11-24,Influencer,1,0
2024-11-24,Meta,3,5
2024-11-24,Organic,10,111
2024-11-24,Other,65,60
2024-11-25,Airbnb,0,0
2024-11-25,Customer IO,1,33
2024-11-25,Direct Mail,0,4
2024-11-25,Google,2,43
2024-11-25,Influencer,1,0
2024-11-25,Meta,5,14
2024-11-25,Organic,19,110
2024-11-25,Other,61,64
2024-11-25,Vrbo,0,0
2024-11-26,Customer IO,1,41
2024-11-26,Google,8,43
2024-11-26,Influencer,18,1
2024-11-26,Meta,5,12
2024-11-26,Organic,13,113
2024-11-26,Other,81,58
2024-11-27,Airbnb,0,0
2024-11-27,Customer IO,3,12
2024-11-27,Google,1,44
2024-11-27,Influencer,12,12
2024-11-27,Meta,13,16
2024-11-27,Organic,12,131
2024-11-27,Other,62,42
2024-11-27,Pinterest,0,2
2024-11-28,Airbnb,0,0
2024-11-28,Customer IO,0,7
2024-11-28,Google,1,22
2024-11-28,Influencer,5,2
2024-11-28,Meta,7,17
2024-11-28,Organic,8,82
2024-11-28,Other,42,44
2024-11-29,Customer IO,1,36
2024-11-29,Direct Mail,0,1
2024-11-29,Google,7,29
2024-11-29,Influencer,7,4
2024-11-29,Meta,7,8
2024-11-29,Organic,6,115
2024-11-29,Other,45,64
2024-11-30,Airbnb,0,0
2024-11-30,Criteo,0,2
2024-11-30,Customer IO,2,68
2024-11-30,Direct Mail,0,1
2024-11-30,Google,2,47
2024-11-30,Meta,8,20
2024-11-30,Mybookingpal,0,0
2024-11-30,Organic,7,121
2024-11-30,Other,54,72
2024-12-01,Airbnb,0,0
2024-12-01,Customer IO,3,36
2024-12-01,Google,7,35
2024-12-01,Influencer,58,6
2024-12-01,Meta,5,12
2024-12-01,Organic,23,123
2024-12-01,Other,126,93
2024-12-01,Pinterest,0,1
2024-12-01,Vrbo,0,0
2024-12-02,Criteo,0,3
2024-12-02,Customer IO,5,52
2024-12-02,Direct Mail,0,1
2024-12-02,Google,7,52
2024-12-02,Influencer,80,4
2024-12-02,Meta,19,28
2024-12-02,Organic,17,132
2024-12-02,Other,179,95
2024-12-02,Pinterest,0,1
2024-12-03,Airbnb,0,0
2024-12-03,Customer IO,5,78
2024-12-03,Direct Mail,0,11
2024-12-03,Google,5,63
2024-12-03,Influencer,61,3
2024-12-03,Meta,11,29
2024-12-03,Organic,12,180
2024-12-03,Other,129,98
2024-12-03,Pinterest,0,1
2024-12-03,Vrbo,0,0
2024-12-04,Criteo,1,2
2024-12-04,Customer IO,3,52
2024-12-04,Google,9,49
2024-12-04,Influencer,82,10
2024-12-04,Manual,0,0
2024-12-04,Meta,20,32
2024-12-04,Organic,50,156
2024-12-04,Other,142,77
2024-12-04,Vrbo,0,0
2024-12-05,Airbnb,0,0
2024-12-05,Criteo,1,1
2024-12-05,Customer IO,3,42
2024-12-05,Google,7,55
2024-12-05,Influencer,13,4
2024-12-05,Meta,7,17
2024-12-05,Organic,12,107
2024-12-05,Other,78,47
2024-12-05,Vrbo,0,0
2024-12-06,Benefithub,0,1
2024-12-06,Customer IO,3,45
2024-12-06,Direct Mail,1,0
2024-12-06,Google,5,75
2024-12-06,Influencer,47,2
2024-12-06,Manual,0,0
2024-12-06,Meta,12,36
2024-12-06,Organic,22,105
2024-12-06,Other,170,81
2024-12-07,Airbnb,0,0
2024-12-07,Criteo,1,0
2024-12-07,Customer IO,5,70
2024-12-07,Direct Mail,0,4
2024-12-07,Google,14,62
2024-12-07,Influencer,89,6
2024-12-07,Meta,26,27
2024-12-07,Organic,26,80
2024-12-07,Other,225,82
2024-12-07,Pinterest,1,0
2024-12-08,Airbnb,0,0
2024-12-08,Customer IO,7,77
