date,channel,bookings,gmv
2024-03-28,Customer IO,1,5014.8
2024-03-28,Organic,1,1402.2
2024-03-28,Other,2,6141.2
2024-03-29,Airbnb,2,9187.45
2024-03-29,Organic,2,7528.2
2024-03-30,Airbnb,2,9857.48
2024-03-30,Organic,1,4888.8
2024-03-30,Other,1,2247.5
2024-03-31,Airbnb,3,9770.13
2024-03-31,Customer IO,1,3558.4
2024-03-31,Google,1,12402.4
2024-03-31,Organic,2,10764.83
2024-04-01,Airbnb,1,3040.95
2024-04-01,Organic,2,4980.21
2024-04-01,Other,3,7617.84
2024-04-02,Airbnb,3,11687.93
2024-04-02,Customer IO,1,4265.1
2024-04-02,Organic,3,9925.92
2024-04-02,Other,1,3763.7
2024-04-03,Airbnb,5,18249.92
2024-04-03,Direct Mail,1,2060.1
2024-04-03,Organic,1,1872.7
2024-04-03,Other,2,5835.9
2024-04-04,Google,1,5293.31
2024-04-04,Organic,2,5941.8
2024-04-05,Airbnb,2,4907.71
2024-04-05,Customer IO,1,2258.48
2024-04-05,Organic,2,16554.9
2024-04-06,Airbnb,4,8292.04
2024-04-06,Customer IO,1,7816.0
2024-04-06,Other,1,2626.05
2024-04-07,Airbnb,5,22362.18
2024-04-07,Customer IO,1,3468.75
2024-04-07,Organic,4,14339.21
2024-04-07,Other,3,6202.15
2024-04-07,Vrbo,3,8816.62
2024-04-08,Airbnb,3,7683.27
2024-04-08,Other,1,3847.6
2024-04-09,Airbnb,5,36810.24
2024-04-09,Organic,5,44908.02
2024-04-09,Other,1,0.0
2024-04-10,Airbnb,3,8369.6
2024-04-10,Customer IO,1,2083.77
2024-04-10,Organic,1,2616.0
2024-04-10,Other,3,15399.4
2024-04-11,Airbnb,3,12774.32
2024-04-11,Customer IO,1,2828.15
2024-04-11,Organic,3,28349.2
2024-04-11,Other,1,2435.4
2024-04-11,Vrbo,1,5770.14
2024-04-12,Airbnb,2,6281.23
2024-04-12,Customer IO,2,14250.06
2024-04-12,Meta,1,3272.64
2024-04-12,Other,1,7501.97
2024-04-13,Airbnb,2,6299.86
2024-04-13,Customer IO,2,6939.9
2024-04-13,Direct Mail,1,1900.8
2024-04-13,Organic,2,5772.18
2024-04-14,Organic,4,11561.55
2024-04-14,Other,1,3241.44
2024-04-14,Vrbo,1,6625.82
2024-04-15,Customer IO,1,1909.92
2024-04-15,Organic,4,21281.65
2024-04-15,Other,1,5870.5
2024-04-16,Airbnb,4,10468.43
2024-04-16,Organic,2,5972.2
2024-04-17,Airbnb,2,7610.33
2024-04-17,Organic,4,13386.62
2024-04-17,Other,2,3940.58
2024-04-18,Airbnb,1,2865.82
2024-04-18,Customer IO,1,4956.9
2024-04-18,Organic,1,10458.0
2024-04-18,Other,2,8957.58
2024-04-19,Airbnb,3,13910.92
2024-04-19,Customer IO,1,2824.6
2024-04-19,Organic,1,3068.1
2024-04-19,Other,3,19329.03
2024-04-20,Airbnb,3,14928.3
2024-04-20,Customer IO,1,2680.3
2024-04-20,Organic,1,1659.12
2024-04-21,Airbnb,2,8619.86
2024-04-21,Customer IO,1,1686.4
2024-04-21,Organic,1,2594.6
2024-04-22,Airbnb,1,2828.03
2024-04-22,Customer IO,2,8880.8
2024-04-22,Organic,3,31135.4
2024-04-22,Other,2,4593.2
2024-04-23,Airbnb,1,8364.84
2024-04-23,Customer IO,2,3347.55
2024-04-23,Other,3,9637.26
2024-04-24,Airbnb,1,3113.7
2024-04-24,Other,1,4580.1
2024-04-25,Airbnb,2,10434.29
2024-04-25,Organic,1,6526.8
2024-04-25,Other,4,45140.81
2024-04-25,Vrbo,1,3641.76
2024-04-26,Airbnb,2,8524.02
2024-04-26,Organic,3,12233.76
2024-04-26,Vrbo,1,4769.92
2024-04-27,Airbnb,2,4533.44
2024-04-27,Customer IO,1,14681.36
2024-04-27,Direct Mail,1,2123.1
2024-04-27,Organic,2,5058.65
2024-04-27,Other,5,13289.09
2024-04-28,Airbnb,3,7842.45
2024-04-28,Customer IO,1,1961.3
2024-04-29,Airbnb,2,4484.7
2024-04-29,Organic,1,3622.4
2024-04-29,Other,1,12938.0
2024-04-29,Vrbo,1,7097.52
2024-04-30,Airbnb,3,8390.5
2024-04-30,Customer IO,1,1351.16
2024-04-30,Google,1,10758.0
2024-04-30,Organic,1,2377.4
2024-04-30,Other,2,15515.4
2024-05-01,Airbnb,5,31699.34
2024-05-01,Organic,3,8289.4
2024-05-02,Airbnb,2,8477.95
2024-05-02,Organic,4,17955.66
2024-05-02,Other,3,8416.53
2024-05-03,Airbnb,3,11028.72
2024-05-03,Google,1,6925.4
2024-05-03,Organic,1,2860.8
2024-05-03,Other,2,5377.05
2024-05-04,Airbnb,1,1877.1
2024-05-04,Customer IO,1,1463.7
2024-05-04,Organic,3,21139.6
2024-05-04,Other,2,6496.55
2024-05-04,Vrbo,1,5142.1
2024-05-05,Airbnb,3,8178.22
2024-05-05,Organic,1,4212.75
2024-05-05,Other,1,3500.02
2024-05-06,Customer IO,1,2834.05
2024-05-06,Organic,4,20189.08
2024-05-06,Other,2,7302.67
2024-05-07,Airbnb,4,11826.24
2024-05-07,Organic,1,7396.0
2024-05-07,Other,3,10764.21
2024-05-08,Airbnb,2,5458.58
2024-05-08,Customer IO,1,1962.0
2024-05-08,Organic,5,25281.21
2024-05-08,Other,3,9451.28
2024-05-09,Airbnb,2,3364.59
2024-05-09,Customer IO,1,5070.0
2024-05-09,Organic,2,13618.25
2024-05-10,Airbnb,2,7093.61
2024-05-10,Customer IO,2,6559.44
2024-05-10,Organic,3,11061.05
2024-05-10,Other,1,3156.0
2024-05-11,Airbnb,2,9131.58
2024-05-11,Organic,3,22133.48
2024-05-11,Other,1,3132.65
2024-05-12,Airbnb,1,2530.73
2024-05-12,Google,2,14853.4
2024-05-12,Organic,1,7589.1
2024-05-13,Airbnb,1,1898.29
2024-05-13,Organic,1,2622.0
2024-05-13,Vrbo,1,5500.33
2024-05-14,Airbnb,1,3030.47
2024-05-14,Organic,2,6235.4
2024-05-14,Other,2,23710.6
2024-05-15,Organic,2,10683.15
2024-05-16,Airbnb,3,13937.18
2024-05-16,Meta,1,3050.8
2024-05-16,Organic,3,12277.1
2024-05-16,Other,4,19856.3
2024-05-17,Airbnb,3,6043.1
2024-05-17,Meta,1,2476.6
2024-05-17,Organic,4,20749.8
2024-05-17,Other,2,15463.98
2024-05-18,Airbnb,2,9848.02
2024-05-18,Google,1,12864.0
2024-05-18,Organic,1,5332.05
2024-05-18,Other,3,12290.2
2024-05-19,Airbnb,1,4179.73
2024-05-19,Google,1,1662.0
2024-05-19,Organic,1,9205.45
2024-05-19,Other,2,22891.63
2024-05-20,Airbnb,2,8462.28
2024-05-20,Customer IO,2,4503.4
2024-05-20,Organic,3,18706.8
2024-05-20,Other,1,4212.75
2024-05-21,Airbnb,3,23998.93
2024-05-21,Organic,1,9569.45
2024-05-21,Other,3,16620.9
2024-05-22,Customer IO,3,9303.8
2024-05-22,Organic,2,11334.55
2024-05-22,Other,2,7826.2
2024-05-23,Airbnb,1,5475.65
2024-05-23,Organic,3,11993.6
2024-05-23,Other,2,7593.36
2024-05-24,Airbnb,3,12174.47
2024-05-24,Google,1,1602.0
2024-05-24,Other,1,2970.0
2024-05-25,Airbnb,1,2165.43
2024-05-25,Customer IO,1,3021.03
2024-05-25,Organic,5,23058.87
2024-05-25,Other,1,5301.71
2024-05-25,Vrbo,1,2344.3
2024-05-26,Airbnb,3,19747.26
2024-05-26,Organic,3,14716.38
2024-05-26,Other,1,1615.19
2024-05-27,Airbnb,1,3932.38
2024-05-27,Google,2,8124.13
2024-05-27,Meta,1,7935.4
2024-05-27,Organic,1,5004.13
2024-05-27,Vrbo,1,3829.57
2024-05-28,Customer IO,2,6756.03
2024-05-28,Other,3,11087.59
2024-05-29,Airbnb,1,3399.85
2024-05-29,Organic,1,4332.8
2024-05-29,Other,2,36474.75
2024-05-30,Airbnb,2,9873.28
2024-05-30,Customer IO,2,8804.16
2024-05-30,Organic,1,5986.79
2024-05-30,Other,1,6051.6
2024-05-31,Organic,2,14488.28
2024-06-01,Customer IO,1,4442.8
2024-06-01,Organic,4,14895.15
2024-06-01,Other,1,6699.08
2024-06-01,Vrbo,1,6962.55
2024-06-02,Organic,1,7389.52
2024-06-02,Other,3,73576.4
2024-06-03,Airbnb,3,9798.4
2024-06-03,Direct Mail,1,5061.42
2024-06-03,Organic,2,14500.34
2024-06-03,Other,1,5145.71
2024-06-04,Airbnb,3,8239.3
2024-06-04,Direct Mail,1,2733.41
2024-06-04,Organic,1,2934.18
2024-06-04,Other,1,5061.42
2024-06-05,Airbnb,3,16034.34
2024-06-05,Customer IO,2,7194.75
2024-06-05,Organic,1,1954.31
2024-06-05,Other,2,16262.95
2024-06-06,Other,1,4207.32
2024-06-07,Airbnb,3,14618.57
2024-06-07,Customer IO,1,4390.47
2024-06-07,Other,3,9149.74
2024-06-07,Vrbo,1,3027.91
2024-06-08,Airbnb,2,8402.53
2024-06-08,Organic,2,12508.8
2024-06-09,Customer IO,2,4491.44
2024-06-09,Influencer,1,2860.8
2024-06-09,Organic,5,31661.98
2024-06-09,Other,1,8407.2
2024-06-10,Airbnb,5,18609.41
2024-06-10,Customer IO,2,12901.93
2024-06-10,Organic,3,19877.25
2024-06-10,Other,2,6542.1
2024-06-11,Airbnb,1,4160.99
2024-06-11,Organic,3,12112.82
2024-06-12,Airbnb,1,4178.53
2024-06-12,Organic,1,2564.1
2024-06-12,Other,3,10273.39
2024-06-13,Airbnb,1,8149.63
2024-06-13,Google,2,20613.65
2024-06-13,Organic,4,23888.47
2024-06-13,Other,2,10302.03
2024-06-14,Airbnb,1,2658.04
2024-06-14,Customer IO,2,13499.33
2024-06-14,Organic,3,12213.5
2024-06-15,Airbnb,1,6812.07
2024-06-15,Organic,1,6768.72
2024-06-15,Other,1,18184.6
2024-06-16,Airbnb,2,5647.73
2024-06-16,Organic,2,13225.2
2024-06-16,Other,1,12250.0
2024-06-17,Airbnb,1,5664.8
2024-06-17,Customer IO,1,2807.65
2024-06-17,Organic,2,4550.8
2024-06-17,Other,1,2011.05
2024-06-18,Organic,3,18382.37
2024-06-19,Airbnb,1,7822.08
2024-06-19,Organic,2,22230.98
2024-06-20,Customer IO,1,3936.75
2024-06-20,Other,2,38363.41
2024-06-21,Airbnb,3,13102.76
2024-06-21,Organic,1,5252.1
2024-06-22,Airbnb,3,18460.41
2024-06-22,Organic,4,16759.46
2024-06-22,Other,1,2400.0
2024-06-22,Vrbo,2,7358.49
2024-06-23,Airbnb,1,2314.42
2024-06-23,Customer IO,1,2142.0
2024-06-23,Organic,5,21432.0
2024-06-23,Other,1,4844.55
2024-06-24,Airbnb,1,5592.05
2024-06-24,Customer IO,1,9361.69
2024-06-24,Organic,1,2255.76
2024-06-25,Airbnb,1,2301.62
2024-06-25,Customer IO,1,3911.6
2024-06-25,Organic,1,9798.55
2024-06-26,Airbnb,1,4662.79
2024-06-26,Meta,1,8537.3
2024-06-26,Organic,1,3548.55
2024-06-26,Other,1,1996.06
2024-06-27,Airbnb,3,9709.74
2024-06-27,Customer IO,1,7721.6
2024-06-27,Organic,7,40451.33
2024-06-28,Airbnb,1,12701.22
2024-06-28,Customer IO,1,1852.54
2024-06-28,Other,1,2679.3
2024-06-29,Airbnb,3,8503.29
2024-06-29,Customer IO,2,11210.85
2024-06-29,Organic,4,14948.0
2024-06-30,Airbnb,3,10710.9
2024-06-30,Organic,1,4558.8
2024-06-30,Other,2,10432.33
2024-07-01,Customer IO,1,4650.08
2024-07-01,Organic,4,8027.98
2024-07-02,Airbnb,2,4520.59
2024-07-02,Customer IO,1,2195.55
2024-07-02,Influencer,1,12544.8
2024-07-02,Organic,2,10461.9
2024-07-02,Other,3,15787.76
2024-07-03,Airbnb,5,15615.93
2024-07-03,Customer IO,1,2627.1
2024-07-03,Organic,4,14042.82
2024-07-04,Airbnb,2,8256.64
2024-07-04,Customer IO,1,12354.25
2024-07-04,Organic,2,11944.58
2024-07-04,Vrbo,1,1760.42
2024-07-05,Airbnb,3,10642.84
2024-07-05,Customer IO,1,2158.18
2024-07-05,Organic,1,2360.7
2024-07-05,Other,2,5694.38
2024-07-06,Customer IO,1,2903.6
2024-07-06,Organic,2,4593.93
2024-07-06,Other,1,5695.95
2024-07-07,Airbnb,1,2273.68
2024-07-07,Google,2,12792.0
2024-07-07,Organic,3,18941.83
2024-07-07,Other,2,13024.85
2024-07-08,Airbnb,2,4725.84
2024-07-08,Customer IO,1,2613.24
2024-07-08,Organic,1,1662.0
2024-07-08,Other,1,1885.73
2024-07-09,Customer IO,1,1675.43
2024-07-09,Organic,5,47628.07
2024-07-09,Other,4,16032.44
2024-07-10,Airbnb,3,6048.92
2024-07-10,Customer IO,1,1075.46
2024-07-10,Organic,1,4738.6
2024-07-10,Other,2,6162.8
2024-07-11,Airbnb,2,7134.49
2024-07-11,Customer IO,2,21184.2
2024-07-11,Organic,2,8006.4
2024-07-11,Vrbo,1,3592.14
2024-07-12,Customer IO,1,5768.75
2024-07-12,Organic,1,2213.4
2024-07-12,Other,3,14703.74
2024-07-13,Airbnb,1,8649.32
2024-07-13,Customer IO,1,4457.1
2024-07-13,Other,1,7142.4
2024-07-14,Airbnb,2,6277.35
2024-07-14,Organic,2,5291.47
2024-07-14,Other,5,36972.95
2024-07-15,Organic,2,17184.72
2024-07-16,Airbnb,4,13614.05
2024-07-16,Customer IO,1,3296.4
2024-07-16,Organic,2,5242.35
2024-07-16,Other,4,16802.19
2024-07-17,Airbnb,1,9098.6
2024-07-17,Meta,1,5314.96
2024-07-17,Organic,1,2134.05
2024-07-17,Other,1,9000.06
2024-07-17,Vrbo,1,1024.32
2024-07-18,Airbnb,3,9429.37
2024-07-18,Organic,4,16555.69
2024-07-18,Other,4,34851.83
2024-07-19,Airbnb,2,3693.76
2024-07-19,Organic,2,5339.6
2024-07-19,Other,3,21795.32
2024-07-20,Airbnb,4,14275.01
2024-07-20,Customer IO,1,3744.8
2024-07-21,Airbnb,2,3782.13
2024-07-21,Customer IO,1,8264.58
2024-07-21,Organic,2,29279.8
2024-07-21,Other,1,2216.15
2024-07-21,Vrbo,1,1845.19
2024-07-22,Airbnb,5,14381.31
2024-07-22,Organic,1,3042.0
2024-07-22,Other,1,2400.0
2024-07-22,Vrbo,1,7254.12
2024-07-23,Airbnb,1,2300.45
2024-07-23,Organic,2,9537.2
2024-07-23,Other,1,4146.43
2024-07-24,Airbnb,1,3142.8
2024-07-24,Customer IO,1,1871.1
2024-07-24,Organic,1,2457.45
2024-07-24,Other,1,1540.66
2024-07-25,Airbnb,2,10854.3
2024-07-25,Customer IO,2,5168.9
2024-07-25,Direct Mail,1,3891.4
2024-07-25,Other,2,8295.53
2024-07-26,Customer IO,1,3771.9
2024-07-26,Organic,3,24855.85
2024-07-26,Other,1,2658.61
2024-07-27,Airbnb,3,10244.17
2024-07-27,Customer IO,2,3727.95
2024-07-27,Organic,2,9123.72
2024-07-27,Other,2,4453.03
2024-07-28,Airbnb,2,6196.36
2024-07-28,Meta,1,6516.0
2024-07-28,Organic,2,12766.42
2024-07-28,Other,1,2795.02
2024-07-29,Airbnb,4,8761.82
2024-07-29,Customer IO,2,9887.1
2024-07-29,Organic,3,12515.73
2024-07-29,Other,2,4195.55
2024-07-29,Vrbo,1,2488.94
2024-07-30,Airbnb,2,11569.38
2024-07-30,Other,2,21528.0
2024-07-31,Airbnb,5,16268.07
2024-07-31,Customer IO,2,15061.65
2024-07-31,Organic,3,9602.02
2024-07-31,Other,5,18162.83
2024-08-01,Meta,1,3111.9
2024-08-01,Organic,1,10214.4
2024-08-01,Other,2,7690.0
2024-08-02,Airbnb,1,4181.33
2024-08-02,Other,2,12960.33
2024-08-03,Airbnb,1,3909.1
2024-08-04,Airbnb,2,4729.72
2024-08-04,Organic,5,24785.47
2024-08-04,Other,2,4462.5
2024-08-05,Airbnb,3,21803.79
2024-08-05,Customer IO,1,2231.2
2024-08-05,Google,1,6734.25
2024-08-05,Organic,5,28119.53
2024-08-06,Airbnb,4,13122.72
2024-08-06,Customer IO,1,3281.25
2024-08-06,Organic,3,11398.5
2024-08-07,Airbnb,2,5141.0
2024-08-07,Organic,1,4102.05
2024-08-07,Other,4,15993.4
2024-08-08,Airbnb,1,1718.06
2024-08-08,Customer IO,3,10745.11
2024-08-08,Organic,3,19775.32
2024-08-08,Other,1,13309.6
2024-08-09,Airbnb,1,2427.78
2024-08-09,Organic,3,18618.38
2024-08-09,Other,5,16702.11
2024-08-09,Vrbo,1,5643.05
2024-08-10,Airbnb,4,17355.24
2024-08-10,Customer IO,2,4302.2
2024-08-10,Google,1,11141.4
2024-08-10,Organic,1,2459.99
2024-08-10,Other,1,31588.2
2024-08-11,Customer IO,1,2986.9
2024-08-11,Google,2,6590.49
2024-08-11,Other,3,10250.83
2024-08-12,Airbnb,4,13706.94
2024-08-12,Customer IO,1,5085.83
2024-08-12,Organic,1,2502.0
2024-08-12,Other,1,9475.0
2024-08-13,Airbnb,1,3763.6
2024-08-13,Organic,2,10796.3
2024-08-13,Other,1,3025.6
2024-08-14,Airbnb,2,4870.85
2024-08-14,Organic,2,17306.25
2024-08-14,Other,3,9985.04
2024-08-14,Vrbo,1,10619.97
2024-08-15,Airbnb,4,14064.63
2024-08-15,Google,1,1281.4
2024-08-15,Organic,2,13047.58
2024-08-15,Other,1,2455.2
2024-08-16,Airbnb,4,10249.12
2024-08-16,Customer IO,2,4972.4
2024-08-16,Direct Mail,1,1531.4
2024-08-16,Organic,1,3648.3
2024-08-16,Other,5,39170.41
2024-08-17,Airbnb,3,13301.61
2024-08-17,Google,1,9852.21
2024-08-17,Organic,1,2262.0
2024-08-17,Vrbo,1,6497.13
2024-08-18,Airbnb,2,8309.4
2024-08-18,Organic,1,4158.6
2024-08-18,Other,2,56928.49
2024-08-19,Airbnb,2,10988.16
2024-08-19,Customer IO,1,3227.3
2024-08-19,Meta,1,2080.98
2024-08-19,Organic,3,13035.84
2024-08-19,Other,2,19883.0
2024-08-20,Airbnb,2,5803.02
2024-08-20,Google,1,3218.34
2024-08-20,Organic,1,9752.6
2024-08-21,Airbnb,2,6618.31
2024-08-21,Customer IO,1,2705.1
2024-08-21,Organic,1,12281.0
2024-08-21,Other,1,2523.4
2024-08-22,Airbnb,3,9707.96
2024-08-22,Customer IO,1,2220.55
2024-08-22,Organic,1,2156.8
2024-08-22,Other,3,14898.16
2024-08-22,Vrbo,1,10896.2
2024-08-23,Airbnb,1,1894.94
2024-08-23,Customer IO,1,3576.0
2024-08-23,Google,1,3086.6
2024-08-23,Organic,3,12374.15
2024-08-23,Other,6,36571.14
2024-08-23,Vrbo,3,20954.2
2024-08-24,Customer IO,2,3619.2
2024-08-24,Organic,2,15080.6
2024-08-24,Other,3,12556.55
2024-08-24,Vrbo,1,17003.96
2024-08-25,Customer IO,1,1032.4
2024-08-25,Organic,2,7370.27
2024-08-25,Other,2,5022.8
2024-08-26,Airbnb,1,11558.97
2024-08-26,Customer IO,2,8764.25
2024-08-26,Organic,3,17742.2
2024-08-26,Other,5,7965.1
2024-08-27,Airbnb,2,3343.2
2024-08-27,Google,1,628.65
2024-08-27,Organic,3,8883.43
2024-08-27,Other,3,20701.76
2024-08-27,Vrbo,1,7242.6
2024-08-28,Airbnb,1,4060.42
2024-08-28,Organic,4,19278.12
2024-08-28,Other,1,2619.9
2024-08-29,Customer IO,1,3218.33
2024-08-29,Google,2,6358.0
2024-08-29,Organic,4,14938.85
2024-08-29,Other,3,10076.2
2024-08-30,Airbnb,3,8132.44
2024-08-30,Customer IO,3,7975.95
2024-08-30,Organic,2,6393.4
2024-08-30,Other,7,41211.15
2024-08-31,Airbnb,2,4784.82
2024-08-31,Organic,2,5831.91
2024-08-31,Other,3,11732.31
2024-09-01,Airbnb,3,10826.85
2024-09-01,Organic,3,18080.76
2024-09-01,Other,5,13744.05
2024-09-02,Airbnb,2,13354.57
2024-09-02,Organic,3,17355.75
2024-09-02,Other,3,31295.0
2024-09-03,Airbnb,7,38076.9
2024-09-03,Customer IO,2,4792.6
2024-09-03,Organic,1,1949.45
2024-09-03,Other,4,108619.13
2024-09-04,Customer IO,3,6875.38
2024-09-04,Organic,4,21192.55
2024-09-04,Other,1,1531.4
2024-09-05,Airbnb,5,22857.95
2024-09-05,Customer IO,1,2867.38
2024-09-05,Organic,2,7837.31
2024-09-05,Other,2,9363.86
2024-09-06,Airbnb,1,1168.27
2024-09-06,Customer IO,1,3718.75
2024-09-06,Google,2,12021.8
2024-09-06,Other,5,27649.59
2024-09-06,Vrbo,1,4325.62
2024-09-07,Airbnb,1,750.78
2024-09-07,Customer IO,1,1554.45
2024-09-07,Google,1,2142.0
2024-09-07,Organic,1,5275.0
2024-09-07,Other,1,3495.0
2024-09-07,Vrbo,1,2284.66
2024-09-08,Airbnb,5,15368.51
2024-09-08,Customer IO,2,5148.83
2024-09-08,Google,1,1606.6
2024-09-08,Organic,4,16506.43
2024-09-08,Vrbo,1,2308.36
2024-09-09,Airbnb,2,6201.35
2024-09-09,Google,2,3383.91
2024-09-09,Meta,1,2929.2
2024-09-09,Organic,3,17225.36
2024-09-09,Other,1,1703.55
2024-09-09,Vrbo,1,4739.97
2024-09-10,Airbnb,2,8984.27
2024-09-10,Customer IO,1,3227.3
2024-09-10,Organic,3,13193.64
2024-09-10,Other,3,20459.55
2024-09-10,Vrbo,1,5047.78
2024-09-11,Airbnb,1,2556.92
2024-09-11,Customer IO,2,9312.44
2024-09-11,Organic,5,22242.4
2024-09-11,Other,1,4131.7
2024-09-11,Vrbo,1,3691.47
2024-09-12,Airbnb,1,3072.86
2024-09-12,Criteo,1,7836.8
2024-09-12,Customer IO,1,2191.98
2024-09-12,Google,1,1782.0
2024-09-12,Organic,1,4302.0
2024-09-12,Other,1,2006.15
2024-09-12,Vrbo,2,12535.17
2024-09-13,Airbnb,2,8168.47
2024-09-13,Organic,3,16892.9
2024-09-13,Other,2,3805.5
2024-09-13,Vrbo,1,1830.63
2024-09-14,Airbnb,1,6690.67
2024-09-14,Customer IO,2,4709.12
2024-09-14,Google,1,2727.2
2024-09-14,Organic,2,4883.7
2024-09-14,Other,1,4292.7
2024-09-15,Airbnb,1,24570.33
2024-09-15,Customer IO,1,1719.2
2024-09-15,Organic,4,10969.35
2024-09-15,Other,1,2127.65
2024-09-16,Airbnb,2,5796.49
2024-09-16,Customer IO,2,5642.76
2024-09-16,Organic,3,18768.41
2024-09-16,Other,2,12116.05
2024-09-17,Airbnb,3,7526.08
2024-09-17,Customer IO,1,8078.6
2024-09-17,Organic,1,1722.6
2024-09-17,Other,2,1722.0
2024-09-18,Airbnb,1,9230.52
2024-09-18,Customer IO,1,1775.2
2024-09-18,Organic,1,2293.2
2024-09-18,Other,3,15837.26
2024-09-19,Airbnb,1,1226.08
2024-09-19,Manual,1,14880.0
2024-09-19,Organic,2,8072.82
2024-09-19,Other,2,8050.05
2024-09-20,Meta,1,3530.6
2024-09-20,Organic,3,12894.8
2024-09-20,Other,2,14114.25
2024-09-21,Customer IO,2,4502.19
2024-09-21,Google,2,6944.0
2024-09-21,Organic,3,12526.9
2024-09-21,Other,1,3238.5
2024-09-22,Airbnb,1,5598.84
2024-09-22,Organic,3,10233.2
2024-09-22,Other,1,2470.05
2024-09-23,Google,1,45026.4
2024-09-23,Organic,2,4837.9
2024-09-23,Other,2,16164.02
2024-09-24,Airbnb,3,33348.54
2024-09-24,Google,1,6618.0
2024-09-24,Manual,1,10602.0
2024-09-24,Organic,5,13108.24
2024-09-24,Other,2,7702.0
2024-09-25,Airbnb,1,5599.81
2024-09-25,Manual,1,2810.56
2024-09-25,Organic,3,6853.1
2024-09-25,Other,6,61056.87
2024-09-26,Customer IO,1,2934.8
2024-09-26,Organic,3,11085.29
2024-09-26,Other,2,5690.93
2024-09-27,Airbnb,2,15438.52
2024-09-27,Organic,2,9842.05
2024-09-27,Other,2,6589.82
2024-09-28,Airbnb,1,5387.9
2024-09-28,Customer IO,1,3056.55
2024-09-28,Google,2,2743.33
2024-09-28,Organic,1,4625.2
2024-09-28,Other,2,26735.23
2024-09-28,Vrbo,1,2312.93
2024-09-29,Organic,1,6045.38
2024-09-29,Other,1,1847.6
2024-09-29,Vrbo,1,1308.62
2024-09-30,Customer IO,1,799.8
2024-09-30,Organic,1,6526.8
2024-09-30,Other,3,36655.0
2024-10-01,Google,1,5084.1
2024-10-01,Organic,5,20807.83
2024-10-01,Other,1,4578.4
2024-10-02,Organic,2,4687.89
2024-10-02,Other,4,28900.66
2024-10-02,Vrbo,1,3493.73
2024-10-03,Airbnb,1,8609.72
2024-10-03,Organic,1,8354.4
2024-10-03,Other,3,14959.91
2024-10-04,Airbnb,3,11957.97
2024-10-04,Google,3,21393.95
2024-10-04,Organic,2,15014.58
2024-10-04,Other,2,4727.0
2024-10-05,Airbnb,1,12013.26
2024-10-05,Customer IO,2,10110.43
2024-10-05,Organic,4,23540.06
2024-10-05,Other,1,2562.0
2024-10-05,Vrbo,1,3738.15
2024-10-06,Airbnb,2,11449.05
2024-10-06,Organic,3,12658.56
2024-10-06,Other,3,9705.28
2024-10-06,Vrbo,1,10676.76
2024-10-07,Airbnb,1,5744.34
2024-10-07,Customer IO,1,6051.2
2024-10-07,Google,2,2733.06
2024-10-07,Organic,1,4463.33
2024-10-07,Other,3,6694.8
2024-10-08,Organic,4,20320.35
2024-10-08,Vrbo,1,7193.52
2024-10-09,Airbnb,2,20805.53
2024-10-09,Customer IO,1,2385.86
2024-10-09,Organic,5,25323.73
2024-10-09,Other,2,15542.75
2024-10-10,Organic,4,29390.89
2024-10-10,Other,2,7090.8
2024-10-10,Vrbo,1,24109.22
2024-10-11,Airbnb,4,26688.89
2024-10-11,Customer IO,1,2895.2
2024-10-11,Organic,1,22664.2
2024-10-11,Other,4,26279.45
2024-10-11,Vrbo,1,3027.31
2024-10-12,Airbnb,1,4174.88
2024-10-12,Organic,3,12178.85
2024-10-13,Airbnb,2,10126.52
2024-10-13,Google,2,8414.7
2024-10-13,Organic,1,4668.75
2024-10-13,Other,2,4843.2
2024-10-13,Vrbo,2,22177.48
2024-10-14,Airbnb,3,21698.54
2024-10-14,Customer IO,1,1885.95
2024-10-14,Organic,3,9636.44
2024-10-14,Other,8,29758.5
2024-10-15,Airbnb,2,7948.51
2024-10-15,Customer IO,1,1695.45
2024-10-15,Google,1,9938.6
2024-10-15,Organic,3,20302.12
2024-10-15,Other,4,15556.01
2024-10-16,Airbnb,2,4334.93
2024-10-16,Customer IO,1,4224.0
2024-10-16,Google,1,2650.6
2024-10-16,Manual,1,11853.52
2024-10-16,Organic,2,4942.4
2024-10-16,Other,2,8803.04
2024-10-16,Vrbo,1,11831.04
2024-10-17,Google,2,10801.03
2024-10-17,Organic,2,11813.33
2024-10-17,Other,3,12912.76
2024-10-17,Vrbo,1,7042.78
2024-10-18,Airbnb,1,3090.42
2024-10-18,Customer IO,2,6633.68
2024-10-18,Organic,1,26320.0
2024-10-18,Other,3,9546.6
2024-10-19,Airbnb,1,6128.85
2024-10-19,Google,1,2827.2
2024-10-19,Meta,1,5453.1
2024-10-19,Other,3,13083.82
2024-10-19,Vrbo,1,5785.0
2024-10-20,Airbnb,2,11499.64
2024-10-20,Customer IO,1,2616.0
2024-10-20,Google,1,10639.2
2024-10-20,Organic,3,10236.84
2024-10-20,Other,3,11090.39
2024-10-20,Vrbo,3,12728.85
2024-10-21,Airbnb,1,3605.49
2024-10-21,Customer IO,2,8678.09
2024-10-21,Google,2,11387.1
2024-10-21,Organic,2,12488.09
2024-10-21,Other,1,6394.0
2024-10-21,Vrbo,1,13869.48
2024-10-22,Airbnb,3,27279.99
2024-10-22,Google,1,2731.25
2024-10-22,Organic,2,20573.77
