date,channel,spend,clicks,impressions
2024-09-18,TikTok,299.9,145,18940
2024-09-19,Google,3147.84,2322,104573
2024-09-19,Meta,1606.67,2298,103281
2024-09-19,Mountain,423.68,140,0
2024-09-19,Pinterest,0.0,0,61
2024-09-19,TikTok,296.56,109,16825
2024-09-20,Google,2711.88,1859,79746
2024-09-20,Meta,1623.02,2207,94589
2024-09-20,Mountain,410.93,137,0
2024-09-20,Pinterest,0.0,1,72
2024-09-20,TikTok,297.39,112,17182
2024-09-21,Google,2934.25,2239,117885
2024-09-21,Meta,1640.25,2085,104706
2024-09-21,Mountain,430.66,116,0
2024-09-21,Pinterest,0.0,0,49
2024-09-21,TikTok,298.63,117,17325
2024-09-22,Google,3405.1,2573,121825
2024-09-22,Meta,1690.06,2232,104235
2024-09-22,Mountain,407.12,109,0
2024-09-22,Pinterest,0.0,0,181
2024-09-22,TikTok,298.08,175,17926
2024-09-23,Google,1640.97,1189,54233
2024-09-23,Influencer,517.94,0,0
2024-09-23,Meta,1508.77,1403,91169
2024-09-23,Mountain,16.96,1,0
2024-09-23,Pinterest,0.0,0,69
2024-09-23,TikTok,190.6,77,11450
2024-09-24,Google,1279.9,943,42873
2024-09-24,Meta,1243.32,714,59882
2024-09-24,Pinterest,0.0,0,131
2024-09-24,TikTok,0.0,0,0
2024-09-25,Google,1365.81,934,45899
2024-09-25,Meta,1236.41,735,57119
2024-09-25,Pinterest,0.0,0,74
2024-09-25,TikTok,0.0,0,0
2024-09-26,Google,1615.81,994,54126
2024-09-26,Influencer,2000.0,0,0
2024-09-26,Meta,1225.88,823,61526
2024-09-26,Pinterest,0.0,0,66
2024-09-26,TikTok,0.0,0,0
2024-09-27,Google,1586.57,1146,41374
2024-09-27,Influencer,325.0,0,0
2024-09-27,Meta,1143.21,878,45601
2024-09-27,Pinterest,0.0,1,63
2024-09-27,TikTok,0.0,0,0
2024-09-28,Google,1930.53,1294,42374
2024-09-28,Meta,1177.4,990,44050
2024-09-28,Pinterest,0.0,0,65
2024-09-28,TikTok,0.0,0,0
2024-09-29,Google,1631.94,1184,45375
2024-09-29,Meta,1266.47,1039,49615
2024-09-29,Pinterest,0.0,1,46
2024-09-29,TikTok,0.0,0,0
2024-09-30,Google,1930.75,1282,51795
2024-09-30,Influencer,1500.0,0,0
2024-09-30,Meta,1282.89,958,48227
2024-09-30,Pinterest,0.0,0,65
2024-09-30,TikTok,0.0,0,0
2024-10-01,Google,2010.4,1415,112942
2024-10-01,Influencer,300.0,0,0
2024-10-01,Meta,1266.75,1036,51299
2024-10-01,Pinterest,0.0,0,43
2024-10-01,TikTok,121.57,51,8013
2024-10-02,Google,2766.65,1690,119899
2024-10-02,Meta,1279.73,861,56906
2024-10-02,Mountain,188.8,79,0
2024-10-02,Pinterest,0.0,0,46
2024-10-02,TikTok,323.47,137,21932
2024-10-03,Google,2701.33,1765,119466
2024-10-03,Influencer,2755.0,0,0
2024-10-03,Meta,1249.2,811,54662
2024-10-03,Mountain,206.86,82,0
2024-10-03,Pinterest,0.0,0,43
2024-10-03,TikTok,348.88,101,21396
2024-10-04,Google,3043.19,1868,136245
2024-10-04,Influencer,275.0,0,0
2024-10-04,Meta,1235.68,771,53493
2024-10-04,Mountain,231.13,79,0
2024-10-04,Pinterest,0.0,1,39
2024-10-04,TikTok,348.03,111,24000
2024-10-05,Google,3483.18,2204,130513
2024-10-05,Meta,1353.7,1003,58730
2024-10-05,Mountain,502.31,78,0
2024-10-05,Pinterest,0.0,0,39
2024-10-05,TikTok,348.0,117,23233
2024-10-06,Google,3654.42,2591,133868
2024-10-06,Meta,1559.6,1200,70965
2024-10-06,Mountain,363.08,76,0
2024-10-06,Pinterest,0.0,0,35
2024-10-06,TikTok,347.95,148,24102
2024-10-07,Google,2843.82,1739,97425
2024-10-07,Meta,1516.39,901,68084
2024-10-07,Mountain,310.18,91,0
2024-10-07,Pinterest,0.0,1,84
2024-10-07,TikTok,342.55,158,20016
2024-10-08,Google,2965.33,1788,92289
2024-10-08,Meta,1726.96,468,58331
2024-10-08,Mountain,394.04,54,0
2024-10-08,Pinterest,0.0,0,67
2024-10-08,TikTok,347.85,139,22490
2024-10-09,Google,2120.68,1409,88350
2024-10-09,Influencer,382.86,0,0
2024-10-09,Meta,1787.53,564,68495
2024-10-09,Mountain,414.12,54,0
2024-10-09,Pinterest,0.0,1,74
2024-10-09,TikTok,348.71,128,25943
2024-10-10,Google,2860.62,1623,87122
2024-10-10,Influencer,3000.0,0,0
2024-10-10,Meta,1807.47,530,51650
2024-10-10,Mountain,451.9,85,0
2024-10-10,Pinterest,0.0,0,73
2024-10-10,TikTok,360.44,161,31024
2024-10-11,Google,2460.09,1484,85895
2024-10-11,Influencer,1050.0,0,0
2024-10-11,Meta,1871.06,681,63262
2024-10-11,Mountain,459.2,47,0
2024-10-11,Pinterest,0.0,0,47
2024-10-11,TikTok,412.51,151,31849
2024-10-12,Google,2686.99,1776,87038
2024-10-12,Meta,1830.28,713,60057
2024-10-12,Mountain,463.34,41,0
2024-10-12,Pinterest,0.0,0,163
2024-10-12,TikTok,446.77,174,26209
2024-10-13,Google,3122.76,1919,122712
2024-10-13,Influencer,350.0,0,0
2024-10-13,Meta,1931.29,694,63111
2024-10-13,Mountain,486.37,90,0
2024-10-13,Pinterest,0.0,0,49
2024-10-13,TikTok,444.98,159,27570
2024-10-14,Google,2832.72,1661,103837
2024-10-14,Meta,1897.68,654,61309
2024-10-14,Mountain,425.29,73,0
2024-10-14,Pinterest,0.0,0,65
2024-10-14,TikTok,444.46,203,32596
2024-10-15,Google,2448.34,1390,82866
2024-10-15,Influencer,3000.0,0,0
2024-10-15,Meta,1865.97,672,72817
2024-10-15,Mountain,347.82,79,0
2024-10-15,Pinterest,0.0,0,50
2024-10-15,TikTok,448.59,150,30169
2024-10-16,Google,3207.14,1914,125486
2024-10-16,Meta,1880.35,618,68177
2024-10-16,Mountain,361.58,85,0
2024-10-16,Pinterest,0.0,0,54
2024-10-16,TikTok,447.31,141,31424
2024-10-17,Google,2984.47,1898,159871
2024-10-17,Meta,1813.25,687,63695
2024-10-17,Mountain,459.77,76,0
2024-10-17,Pinterest,0.0,0,64
2024-10-17,TikTok,447.73,138,27233
2024-10-18,Google,2437.84,1664,156047
2024-10-18,Influencer,1500.0,0,0
2024-10-18,Meta,1591.34,431,50944
2024-10-18,Mountain,439.79,96,0
2024-10-18,Pinterest,0.0,1,60
2024-10-18,TikTok,448.47,129,28294
2024-10-19,Google,2591.55,1914,173240
2024-10-19,Meta,1457.7,430,42865
2024-10-19,Mountain,192.33,80,0
2024-10-19,Pinterest,0.0,1,50
2024-10-19,TikTok,447.46,146,29977
2024-10-20,Google,3097.08,2217,136069
2024-10-20,Influencer,1000.0,0,0
2024-10-20,Meta,1586.95,473,45509
2024-10-20,Mountain,279.7,101,0
2024-10-20,Pinterest,0.0,1,45
2024-10-20,TikTok,446.65,128,28173
2024-10-21,Google,2775.49,2130,140326
2024-10-21,Meta,1559.51,638,60524
2024-10-21,Mountain,251.87,91,0
2024-10-21,Pinterest,0.0,0,65
2024-10-21,TikTok,395.04,170,25347
2024-10-22,Google,3175.91,2130,125427
2024-10-22,Influencer,179.13,0,0
2024-10-22,Meta,1464.08,549,45240
2024-10-22,Mountain,226.25,57,0
2024-10-22,Pinterest,0.0,0,69
2024-10-22,TikTok,292.02,103,17312
2024-10-23,Google,3114.36,1926,106981
2024-10-23,Meta,1581.79,584,50505
2024-10-23,Mountain,158.34,81,0
2024-10-23,Pinterest,0.0,0,44
2024-10-23,TikTok,193.48,69,12474
2024-10-24,Google,3547.61,2109,122082
2024-10-24,Meta,1878.14,355,45375
2024-10-24,Microsoft,114.52,61,4193
2024-10-24,Mountain,153.89,56,0
2024-10-24,Pinterest,0.0,0,41
2024-10-24,TikTok,199.61,95,12898
2024-10-25,Google,3005.99,1760,113264
2024-10-25,Influencer,1000.0,0,0
2024-10-25,Meta,1464.76,892,45760
2024-10-25,Microsoft,55.47,51,1563
2024-10-25,Mountain,195.05,50,0
2024-10-25,Pinterest,10.47,31,1497
2024-10-25,TikTok,199.51,85,13159
2024-10-26,Google,4473.68,2261,111853
2024-10-26,Meta,1518.13,1479,54261
2024-10-26,Microsoft,62.25,56,1979
2024-10-26,Mountain,154.42,33,0
2024-10-26,Pinterest,212.26,239,14376
2024-10-26,TikTok,199.08,78,14005
2024-10-27,Google,3838.48,2085,100469
2024-10-27,Meta,1220.89,1457,63368
2024-10-27,Microsoft,62.9,50,1518
2024-10-27,Mountain,159.19,52,0
2024-10-27,Pinterest,323.74,275,17092
2024-10-27,TikTok,195.6,88,14043
2024-10-28,Google,3033.93,1632,75357
2024-10-28,Influencer,135.0,0,0
2024-10-28,Meta,1708.34,1697,71902
2024-10-28,Microsoft,351.8,234,14212
2024-10-28,Mountain,169.95,58,0
2024-10-28,Pinterest,412.86,281,20196
2024-10-28,TikTok,199.52,71,14460
2024-10-29,Google,2949.62,1661,73895
2024-10-29,Meta,1733.06,1411,60635
2024-10-29,Microsoft,152.92,236,5530
2024-10-29,Mountain,102.34,37,0
2024-10-29,Pinterest,478.94,354,24209
2024-10-29,TikTok,93.23,35,6359
2024-10-30,Google,2945.59,1633,83048
2024-10-30,Meta,3440.55,1425,70562
2024-10-30,Microsoft,155.31,264,5523
2024-10-30,Mountain,153.42,73,0
2024-10-30,Pinterest,503.02,345,25894
2024-10-30,TikTok,0.0,0,0
2024-10-31,Google,2327.98,1241,77113
2024-10-31,Influencer,255.0,0,0
2024-10-31,Meta,2854.54,2885,101950
2024-10-31,Microsoft,160.28,151,9472
2024-10-31,Mountain,131.55,59,0
2024-10-31,Pinterest,464.65,356,23814
2024-10-31,TikTok,0.0,0,0
2024-11-01,Google,2773.84,1601,109878
2024-11-01,Meta,3260.28,3174,163849
2024-11-01,Microsoft,156.07,106,10000
2024-11-01,Mountain,168.57,35,0
2024-11-01,Pinterest,505.63,337,24973
2024-11-01,TikTok,0.0,0,0
2024-11-02,Google,3306.11,2070,75731
2024-11-02,Meta,2512.39,1735,130869
2024-11-02,Microsoft,150.11,88,12524
2024-11-02,Mountain,489.75,69,0
2024-11-02,Pinterest,466.14,393,26319
2024-11-02,TikTok,0.0,0,0
2024-11-03,Google,4067.04,2553,88123
2024-11-03,Meta,3890.82,3517,173225
2024-11-03,Microsoft,138.73,84,13353
2024-11-03,Mountain,512.58,103,0
2024-11-03,Pinterest,484.53,374,27383
2024-11-03,TikTok,0.0,0,0
2024-11-04,Google,3799.36,2174,85015
2024-11-04,Influencer,1725.0,0,0
2024-11-04,Meta,3451.01,2802,170351
2024-11-04,Microsoft,161.8,68,14725
2024-11-04,Mountain,464.45,101,0
2024-11-04,Pinterest,503.27,353,27353
2024-11-04,TikTok,0.0,0,0
2024-11-05,Google,2828.09,1633,47590
2024-11-05,Meta,3162.85,3831,234020
2024-11-05,Microsoft,142.35,88,12471
2024-11-05,Mountain,484.36,113,0
2024-11-05,Pinterest,517.66,314,26428
2024-11-05,TikTok,0.0,0,0
2024-11-06,Google,4385.82,2291,48298
2024-11-06,Meta,3295.26,4363,245176
2024-11-06,Microsoft,181.04,110,17800
2024-11-06,Mountain,486.6,103,0
2024-11-06,Pinterest,479.04,269,21861
2024-11-06,TikTok,0.0,0,0
2024-11-07,Google,4431.76,2401,50727
2024-11-07,Meta,2196.22,2508,134534
2024-11-07,Microsoft,204.25,90,4989
2024-11-07,Mountain,381.7,145,0
2024-11-07,Pinterest,468.29,254,20411
2024-11-07,TikTok,0.0,0,0
2024-11-08,Google,1948.94,3247,47005
2024-11-08,Meta,1807.53,2281,103677
2024-11-08,Microsoft,104.99,37,4171
2024-11-08,Mountain,471.42,152,0
2024-11-08,Pinterest,515.79,270,19950
2024-11-08,TikTok,0.0,0,0
2024-11-09,Google,1763.14,1276,34998
2024-11-09,Meta,1638.32,2211,118134
2024-11-09,Microsoft,108.52,29,3933
2024-11-09,Mountain,170.59,93,0
2024-11-09,Pinterest,533.26,274,19296
2024-11-09,TikTok,0.0,0,0
2024-11-10,Google,2150.85,1448,36974
2024-11-10,Meta,2072.62,2307,119963
2024-11-10,Microsoft,100.41,35,4380
2024-11-10,Mountain,81.83,18,0
2024-11-10,Pinterest,510.75,347,21268
2024-11-10,TikTok,0.0,0,0
2024-11-11,Google,1837.02,1066,28677
2024-11-11,Meta,1659.67,2118,90127
2024-11-11,Microsoft,102.4,32,3789
2024-11-11,Mountain,94.22,54,0
2024-11-11,Pinterest,489.96,297,21063
2024-11-11,TikTok,0.0,0,0
2024-11-12,Google,1706.73,1024,26518
2024-11-12,Influencer,1400.0,0,0
2024-11-12,Meta,1158.17,1277,67046
2024-11-12,Microsoft,78.0,23,1151
2024-11-12,Mountain,130.62,66,0
2024-11-12,Pinterest,462.28,251,20439
2024-11-12,TikTok,0.0,0,0
2024-11-13,Google,1820.16,996,25919
2024-11-13,Meta,1267.87,1612,93994
2024-11-13,Microsoft,74.65,23,674
2024-11-13,Mountain,102.09,32,0
2024-11-13,Pinterest,499.99,274,18957
2024-11-13,TikTok,0.0,0,0
2024-11-14,Google,2217.55,1254,25931
2024-11-14,Meta,718.19,1231,56888
2024-11-14,Microsoft,77.64,77,4995
2024-11-14,Mountain,188.66,83,0
2024-11-14,Pinterest,500.6,260,19141
2024-11-14,TikTok,0.0,0,0
2024-11-15,Google,1967.97,1123,25647
2024-11-15,Influencer,1255.0,0,0
2024-11-15,Meta,732.96,1500,42473
2024-11-15,Microsoft,76.23,99,3775
2024-11-15,Mountain,145.99,83,0
2024-11-15,Pinterest,490.22,259,18972
2024-11-15,TikTok,0.0,0,0
2024-11-16,Google,1983.54,1222,27232
2024-11-16,Influencer,240.0,0,0
2024-11-16,Meta,782.07,1465,39744
2024-11-16,Microsoft,80.73,55,3334
2024-11-16,Mountain,236.44,99,0
2024-11-16,Pinterest,473.43,262,18294
2024-11-16,TikTok,0.0,0,0
2024-11-17,Google,1698.57,1066,24045
2024-11-17,Influencer,75.0,0,0
2024-11-17,Meta,849.28,1502,39893
2024-11-17,Microsoft,83.61,53,4895
2024-11-17,Mountain,120.91,57,0
2024-11-17,Pinterest,493.3,299,20537
2024-11-17,TikTok,0.0,0,0
2024-11-18,Google,1974.95,1139,27003
2024-11-18,Meta,1011.28,1731,48271
2024-11-18,Microsoft,82.39,41,6277
2024-11-18,Mountain,149.92,70,0
2024-11-18,Pinterest,499.98,228,20269
2024-11-18,TikTok,0.0,0,0
2024-11-19,Google,1748.28,1045,29079
2024-11-19,Meta,998.86,1656,47240
2024-11-19,Microsoft,79.88,35,3982
2024-11-19,Mountain,154.74,51,0
2024-11-19,Pinterest,469.99,254,19062
2024-11-19,TikTok,0.0,0,0
2024-11-20,Google,2503.07,1296,57083
2024-11-20,Influencer,2800.0,0,0
2024-11-20,Meta,976.0,1819,43443
2024-11-20,Microsoft,77.25,169,7582
2024-11-20,Mountain,127.18,58,0
2024-11-20,Pinterest,478.43,248,19162
2024-11-20,TikTok,0.0,0,0
2024-11-21,Google,3089.39,1622,37038
2024-11-21,Meta,965.4,1863,42375
2024-11-21,Microsoft,81.8,28,1018
2024-11-21,Mountain,133.19,62,0
2024-11-21,Pinterest,488.68,232,19508
2024-11-21,TikTok,0.0,0,0
2024-11-22,Google,2731.05,1395,42443
2024-11-22,Influencer,1000.0,0,0
2024-11-22,Meta,1169.99,2157,49826
2024-11-22,Microsoft,81.62,122,8100
2024-11-22,Mountain,211.91,94,0
2024-11-22,Pinterest,391.93,209,15425
2024-11-22,TikTok,0.0,0,0
2024-11-23,Google,2468.47,1338,39742
2024-11-23,Meta,1292.86,2184,49563
2024-11-23,Microsoft,81.07,143,4717
2024-11-23,Mountain,131.3,59,0
2024-11-23,Pinterest,534.9,295,19330
2024-11-23,TikTok,0.0,0,0
2024-11-24,Google,2279.54,1293,44119
2024-11-24,Influencer,410.0,0,0
2024-11-24,Meta,1687.75,2804,62712
2024-11-24,Microsoft,81.15,166,4868
2024-11-24,Mountain,121.99,46,0
2024-11-24,Pinterest,511.14,309,18967
2024-11-24,TikTok,0.0,0,0
2024-11-25,Google,2386.62,1338,41225
2024-11-25,Meta,1695.89,2312,59614
2024-11-25,Microsoft,76.77,132,7597
2024-11-25,Mountain,159.42,59,0
2024-11-25,Pinterest,471.55,286,18036
2024-11-25,TikTok,0.0,0,0
2024-11-26,Google,2006.03,1144,37780
2024-11-26,Influencer,750.0,0,0
2024-11-26,Meta,1576.33,2559,55512
2024-11-26,Microsoft,77.82,45,1491
2024-11-26,Mountain,205.12,67,0
2024-11-26,Pinterest,702.15,394,36777
2024-11-27,Google,2439.57,1243,43610
2024-11-27,Meta,1364.37,2841,52523
2024-11-27,Microsoft,76.74,107,4583
2024-11-27,Mountain,152.15,65,0
2024-11-27,Pinterest,385.34,231,38499
2024-11-28,Google,613.97,505,20389
2024-11-28,Meta,1244.49,2479,49720
2024-11-28,Microsoft,0.05,1,217
2024-11-28,Mountain,239.67,65,0
2024-11-28,Pinterest,371.48,258,39717
2024-11-28,TikTok,0.0,0,0
2024-11-29,Google,1942.06,1089,31463
2024-11-29,Influencer,930.0,0,0
2024-11-29,Meta,1328.95,2265,44380
2024-11-29,Microsoft,0.0,0,0
2024-11-29,Mountain,252.72,54,0
2024-11-29,Pinterest,345.01,244,37396
2024-11-30,Google,2117.04,1499,35614
2024-11-30,Meta,1351.02,1820,43071
2024-11-30,Mountain,298.86,73,0
2024-11-30,Pinterest,339.27,316,39101
2024-12-01,Google,2668.89,1696,40572
2024-12-01,Meta,2395.63,3048,75224
2024-12-01,Mountain,178.47,51,0
2024-12-01,Pinterest,362.85,293,41677
2024-12-02,Google,3011.59,1752,38385
2024-12-02,Meta,2397.56,2799,71966
2024-12-02,Mountain,530.04,59,0
2024-12-02,Pinterest,456.59,274,38947
2024-12-03,Google,3013.72,1644,33439
2024-12-03,Influencer,2545.0,0,0
2024-12-03,Meta,2405.01,2970,77180
2024-12-03,Mountain,394.45,41,0
2024-12-03,Pinterest,437.51,254,38231
2024-12-04,Google,3544.35,1888,45167
2024-12-04,Meta,1898.26,2849,69164
2024-12-04,Mountain,425.29,84,0
2024-12-04,Pinterest,371.67,296,38573
2024-12-05,Google,3578.93,2109,57200
2024-12-05,Influencer,350.0,0,0
2024-12-05,Meta,1775.81,2971,69914
2024-12-05,Mountain,714.99,80,0
2024-12-05,Pinterest,367.4,227,35379
2024-12-06,Google,3595.11,1982,47609
2024-12-06,Meta,2299.19,4134,92103
2024-12-06,Mountain,858.14,96,0
2024-12-06,Pinterest,386.7,266,35223
2024-12-07,Google,3812.03,2155,44392
2024-12-07,Meta,2100.73,3872,88286
2024-12-07,Mountain,716.74,102,0
2024-12-07,Pinterest,367.01,280,40014
2024-12-08,Google,3634.67,2175,42542
2024-12-08,Influencer,135.0,0,0
2024-12-08,Meta,2673.62,5021,111406
2024-12-08,Mountain,840.88,112,0
2024-12-08,Pinterest,356.46,344,46816
2024-12-09,Google,4073.83,2354,47688
2024-12-09,Influencer,250.0,0,0
2024-12-09,Meta,2514.57,4366,103204
2024-12-09,Mountain,1129.38,131,0
2024-12-09,Pinterest,381.04,348,54301
2024-12-09,TikTok,0.0,0,0
2024-12-10,Google,4012.3,2318,44083
2024-12-10,Meta,2340.14,3852,94198
2024-12-10,Mountain,1035.07,184,0
2024-12-10,Pinterest,368.34,286,42631
2024-12-11,Google,3711.4,2138,41383
2024-12-11,Meta,2277.94,3357,91820
2024-12-11,Mountain,1014.85,159,0
2024-12-11,Pinterest,370.18,341,46763
2024-12-12,Google,4012.59,2073,39113
2024-12-12,Meta,2316.26,3213,89079
2024-12-12,Mountain,1160.95,243,0
2024-12-12,Pinterest,370.95,293,44341
2024-12-13,Google,3306.72,1801,44701
2024-12-13,Meta,2256.02,3062,84128
2024-12-13,Mountain,1166.07,143,0
2024-12-13,Pinterest,372.05,291,41143
2024-12-14,Google,4674.8,2541,59710
2024-12-14,Meta,2207.59,3134,86974
2024-12-14,Mountain,1082.57,103,0
2024-12-14,Pinterest,368.77,402,39669
2024-12-15,Google,4697.63,2954,65964
2024-12-15,Influencer,400.0,0,0
2024-12-15,Meta,2724.65,4097,107665
2024-12-15,Mountain,1035.45,95,0
2024-12-15,Pinterest,380.08,467,40477
2024-12-16,Google,3692.56,2271,48953
2024-12-16,Influencer,1000.0,0,0
2024-12-16,Meta,2598.86,4232,108784
2024-12-16,Mountain,731.71,59,0
2024-12-16,Pinterest,364.61,504,38857
2024-12-16,TikTok,0.0,0,0
2024-12-17,Google,4426.02,2358,48069
2024-12-17,Meta,2497.3,4115,111987
2024-12-17,Mountain,661.27,108,0
2024-12-17,Pinterest,353.03,450,40767
2024-12-18,Google,4025.5,2455,48883
2024-12-18,Meta,2439.82,3963,104670
2024-12-18,Mountain,843.51,100,0
2024-12-18,Pinterest,366.31,446,41517
2024-12-19,Google,4827.8,2705,51788
2024-12-19,Meta,2152.57,2560,82762
2024-12-19,Mountain,1418.76,113,0
2024-12-19,Pinterest,380.2,425,38407
2024-12-19,TikTok,0.0,0,0
2024-12-20,Google,4282.63,3318,70597
2024-12-20,Meta,2409.79,2262,101330
2024-12-20,Mountain,753.34,73,0
2024-12-20,Pinterest,358.24,506,37918
2024-12-21,Google,3315.14,3020,71365
2024-12-21,Meta,2305.83,2383,96001
2024-12-21,Mountain,1152.29,80,0
2024-12-21,Pinterest,384.76,526,37774
2024-12-22,Google,4435.29,3529,73761
2024-12-22,Meta,2967.5,3365,125638
2024-12-22,Mountain,1066.24,107,0
2024-12-22,Pinterest,374.15,623,44763
2024-12-23,Google,3455.29,3579,76460
2024-12-23,Influencer,405.0,0,0
2024-12-23,Meta,2582.49,2988,128478
2024-12-23,Mountain,709.61,93,0
2024-12-23,Pinterest,372.47,595,50306
2024-12-23,TikTok,0.0,0,0
2024-12-24,Google,4157.39,3074,83615
2024-12-24,Meta,2585.66,3120,138743
2024-12-24,Mountain,443.79,40,0
2024-12-24,Pinterest,359.18,570,47313
2024-12-25,Google,3973.93,3101,67998
2024-12-25,Meta,2550.83,3383,147986
2024-12-25,Mountain,810.26,63,0
2024-12-25,Pinterest,378.94,452,42511
2024-12-26,Google,3817.92,3421,76374
2024-12-26,Influencer,950.0,0,0
2024-12-26,Meta,2551.45,3278,132724
2024-12-26,Mountain,724.42,120,0
2024-12-26,Pinterest,372.63,603,52606
2024-12-27,Google,3566.65,3872,74304
2024-12-27,Meta,2345.01,2839,122616
2024-12-27,Mountain,758.0,127,0
2024-12-27,Pinterest,360.77,717,54859
2024-12-28,Google,3718.2,3597,67735
2024-12-28,Meta,2483.76,3228,131537
2024-12-28,Mountain,172.61,80,0
2024-12-28,Pinterest,371.87,699,64652
2024-12-29,Google,3500.48,3502,77401
2024-12-29,Meta,2791.64,3623,148615
2024-12-29,Mountain,194.64,45,0
2024-12-29,Pinterest,374.64,740,73683
2024-12-30,Google,4439.58,3225,160046
2024-12-30,Meta,3830.93,4807,217594
2024-12-30,Mountain,154.55,50,0
2024-12-30,Pinterest,375.02,649,82329
2024-12-31,Google,5260.35,3552,236414
2024-12-31,Influencer,270.0,0,0
2024-12-31,Meta,4358.26,6316,280205
2024-12-31,Mountain,864.33,80,0
2024-12-31,Pinterest,567.23,813,119222
2024-12-31,TikTok,46.82,92,10591
2025-01-01,Google,6595.33,4129,324532
2025-01-01,Meta,4183.96,8227,349645
2025-01-01,Mountain,801.89,60,0
2025-01-01,Pinterest,577.15,1076,188045
2025-01-01,TikTok,124.89,297,11971
2025-01-02,Google,7286.06,4885,256164
2025-01-02,Meta,4595.64,7791,372444
2025-01-02,Mountain,398.47,15,0
2025-01-02,Pinterest,571.53,1178,182762
2025-01-02,TikTok,123.98,265,8160
2025-01-03,Google,7547.1,5004,277295
2025-01-03,Meta,4734.85,8362,378736
2025-01-03,Mountain,818.94,66,0
2025-01-03,Pinterest,560.95,1133,152851
2025-01-03,TikTok,94.69,139,10522
2025-01-04,Google,8156.53,5377,340750
2025-01-04,Meta,3999.17,7297,316340
2025-01-04,Mountain,1033.26,115,0
2025-01-04,Pinterest,562.65,1164,163016
2025-01-04,TikTok,109.27,199,8893
2025-01-05,Google,5737.71,4338,272960
2025-01-05,Meta,5100.87,9885,395686
2025-01-05,Mountain,1168.12,137,0
2025-01-05,Pinterest,574.88,1180,177535
2025-01-05,TikTok,113.22,225,9062
2025-01-06,Google,6483.15,4058,274970
2025-01-06,Meta,4782.61,8647,361590
2025-01-06,Mountain,1116.56,147,0
2025-01-06,Pinterest,566.12,961,197542
2025-01-06,TikTok,99.39,174,9152
2025-01-07,Google,5705.14,3508,242949
2025-01-07,Meta,4521.19,7183,321309
2025-01-07,Mountain,1115.01,152,0
2025-01-07,Pinterest,572.14,924,208223
2025-01-07,TikTok,95.2,138,10084
2025-01-08,Google,5867.22,3190,190191
2025-01-08,Meta,4424.11,4454,261759
2025-01-08,Mountain,1082.44,177,0
2025-01-08,Pinterest,406.41,599,241694
2025-01-08,TikTok,79.42,119,6797
2025-01-09,Google,5147.48,3548,90031
2025-01-09,Meta,3881.11,4687,210276
2025-01-09,Mountain,343.94,90,0
2025-01-09,Pinterest,358.94,422,231712
2025-01-09,TikTok,0.0,0,0
2025-01-10,Google,5385.9,5537,140161
2025-01-10,Influencer,1270.0,0,0
2025-01-10,Meta,3761.7,4905,215478
2025-01-10,Mountain,285.45,79,0
2025-01-10,Pinterest,354.25,432,199221
2025-01-10,TikTok,0.0,0,0
2025-01-11,Google,5502.91,17466,379619
2025-01-11,Meta,3849.23,4245,226730
2025-01-11,Mountain,299.04,100,0
2025-01-11,Pinterest,333.18,694,168282
2025-01-11,TikTok,0.0,0,0
2025-01-12,Google,4486.24,10817,217954
2025-01-12,Influencer,400.0,0,0
2025-01-12,Meta,3932.23,4190,230877
2025-01-12,Mountain,437.95,148,0
2025-01-12,Pinterest,355.85,684,173452
2025-01-12,TikTok,0.0,0,0
2025-01-13,Google,2889.78,3657,76826
2025-01-13,Meta,3693.05,2738,208514
2025-01-13,Pinterest,347.52,606,164039
2025-01-13,TikTok,0.0,0,0
2025-01-14,Google,3782.19,3905,99130
2025-01-14,Meta,3254.83,3027,181454
2025-01-14,Pinterest,359.81,464,168931
2025-01-14,TikTok,0.0,0,0
2025-01-15,Google,3047.07,3590,75684
2025-01-15,Influencer,650.0,0,0
2025-01-15,Meta,2347.59,3660,144752
2025-01-15,Pinterest,338.59,460,164266
2025-01-15,TikTok,0.0,0,0
2025-01-16,Google,3992.36,4227,76754
2025-01-16,Meta,2156.77,3444,133716
2025-01-16,Pinterest,358.29,475,150326
2025-01-16,TikTok,0.0,0,0
2025-01-17,Google,2873.54,3590,63310
2025-01-17,Meta,2067.19,3051,124908
2025-01-17,Pinterest,346.13,478,148849
2025-01-17,TikTok,0.0,0,0
2025-01-18,Google,3512.93,4036,98956
2025-01-18,Meta,2132.5,3681,125862
2025-01-18,Pinterest,343.8,503,154282
2025-01-18,TikTok,0.0,0,0
2025-01-19,Google,3079.55,3925,126096
2025-01-19,Meta,2348.53,3711,159292
2025-01-19,Pinterest,338.39,612,188734
2025-01-19,TikTok,0.0,0,0
2025-01-20,Google,3530.89,3548,124560
2025-01-20,Influencer,4000.0,0,0
2025-01-20,Meta,2380.27,3651,169285
2025-01-20,Pinterest,362.5,620,160584
2025-01-20,TikTok,0.0,0,0
2025-01-21,Google,4171.22,3762,134682
2025-01-21,Influencer,385.0,0,0
2025-01-21,Meta,2321.43,3196,171123
2025-01-21,Pinterest,355.36,481,159466
2025-01-21,TikTok,0.0,0,0
2025-01-22,Google,3797.44,3624,130503
2025-01-22,Meta,2343.08,3264,167663
2025-01-22,Pinterest,341.14,423,161169
2025-01-22,TikTok,0.0,0,0
2025-01-23,Google,3084.77,3510,125474
